무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
H1693,충청남도,예산군,지방도,609번,도청대로,3,충청남도 예산군 삽교읍 목리 768,충청남도 예산군 삽교읍 목리 768,36.66737636,126.6684769,"예산군 삽교읍 도청대로 도청예목사거리(목리 768, 도청삼거리→예산목삼거리)",2,60,,,,2021,충청남도경찰청,041-336-2502,8/19/2022
H1694,충청남도,예산군,일반국도,32번,차동로,3,충청남도 예산군 신양면 불원리 501-8,충청남도 예산군 신양면 불원리 501-8,36.62320874,126.876813,"예산군 신양면 차동로 불원교차로(불원리 501-8, 예산->공주)",2,80,,,,2021,충청남도경찰청,041-336-2503,8/19/2022
H1695,충청남도,서산시,일반국도,29번,내포로,3,충청남도 서산시 고북면 기포리 116-2,충청남도 서산시 고북면 기포리 116-2,36.66946351,126.52552,"서산시 고북면 내포로 고북교차로(기포리 116-2, 홍성->해미)",2,80,,,,2021,충청남도경찰청,041-336-2504,8/19/2022
H1696,충청남도,서산시,일반국도,29번,내포로,3,충청남도 서산시 고북면 기포리 117-2,충청남도 서산시 고북면 기포리 117-2,36.66938993,126.5257908,"서산시 고북면 내포로 고북교차로(기포리 117-2, 해미->홍성)",2,80,,,,2021,충청남도경찰청,041-336-2505,8/19/2022
H1697,충청남도,서산시,일반국도,29번,중앙로,3,충청남도 서산시 수석동 785-32,충청남도 서산시 수석동 785-32,36.76088571,126.4863001,"서산시 수석동 중앙로 동남아파트 앞 교차로(수석동 785-32, 서산→해미)",2,60,,,,2021,충청남도경찰청,041-336-2506,8/19/2022
H1698,충청남도,서산시,시도,,남부순환로,3,충청남도 서산시 석남동 233-1,충청남도 서산시 석남동 233-1,36.76117114,126.4531131,"서산시 석남동 남부순환로 석지사거리(석남동 233-1, 호수공원→죽성동)",2,50,,,,2021,충청남도경찰청,041-336-2507,8/19/2022
H1699,충청남도,서산시,일반국도,29번,충의로,3,충청남도 서산시 대산읍 대산리 698-3,충청남도 서산시 대산읍 대산리 698-3,36.94746253,126.4275,"서산시 대산읍 충의로 대산삼호아파트 입구(대산리 698-3, 서산→대산)",2,50,,,,2021,충청남도경찰청,041-336-2508,8/19/2022
H1700,충청남도,서산시,일반국도,29번,충의로,3,충청남도 서산시 대산읍 대산리 699-2,충청남도 서산시 대산읍 대산리 699-2,36.94716,126.4274611,"서산시 대산읍 충의로 대산삼호아파트 입구(대산리 699-2, 대산→서산)",2,50,,,,2021,충청남도경찰청,041-336-2509,8/19/2022
H1701,충청남도,서산시,일반국도,29번,평신1로,3,충청남도 서산시 대산읍 대죽리 815,충청남도 서산시 대산읍 대죽리 815,36.99152488,126.4021495,"서산시 대산읍 평신1로 대죽리진입로 교차로(대죽리 815, 화곡리→독곶리)",2,60,,,,2021,충청남도경찰청,041-336-2510,8/19/2022
H1702,충청남도,서산시,일반국도,29번,평신1로,3,충청남도 서산시 대산읍 대죽리 825-7,충청남도 서산시 대산읍 대죽리 825-7,36.99046972,126.3986546,"서산시 대산읍 평신1로 대죽리진입로 교차로(대죽리 825-7, 독곶리→화곡리)",2,60,,,,2021,충청남도경찰청,041-336-2511,8/19/2022
H1703,충청남도,서산시,시도,,성연4로,3,충청남도 서산시 성연면 일람리 1079,충청남도 서산시 성연면 일람리 1079,36.8240749,126.4500244,"서산시 성연면 성연4로 금형빌딩 사거리(일람리 1079, 한화야구장→골드클래스아파트)",2,50,,,,2021,충청남도경찰청,041-336-2512,8/19/2022
H1704,충청남도,서산시,시도,,양열로,3,충청남도 서산시 석림동 416-1,충청남도 서산시 석림동 416-1,36.76741383,126.4669373,"서산시 석림동 양열로 중앙하이츠 앞 교차로(석림동 416-1, 태안→당진)",2,60,,,,2021,충청남도경찰청,041-336-2513,8/19/2022
H1705,충청남도,서산시,시도,,중앙로,3,충청남도 서산시 석림동 607-17,충청남도 서산시 석림동 607-17,36.77709903,126.4609248,"서산시 석림동 중앙로 서령신협 사거리(석림동 607-17, 서산의료원→서산시청)",2,40,,,,2021,충청남도경찰청,041-336-2514,8/19/2022
H1706,충청남도,서산시,일반국도,29번,충의로,3,충청남도 서산시 성연면 오사리 77-1,충청남도 서산시 성연면 오사리 77-1,36.83563186,126.4416059,"서산시 성연면 충의로 오사교사거리(오사리 77-1, 서산→대산)",2,70,,,,2021,충청남도경찰청,041-336-2515,8/19/2022
H1707,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 인지면 둔당리 10-4,충청남도 서산시 인지면 둔당리 10-4,36.759208,126.4300939,"서산시 인지면 무학로 둔당1교차로(둔당리 10-4, 서산→부석)",2,70,,,,2021,충청남도경찰청,041-336-2516,8/19/2022
H1708,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 인지면 둔당리 10-4,충청남도 서산시 인지면 둔당리 10-4,36.759208,126.4300939,"서산시 인지면 무학로 둔당1교차로(둔당리 10-4, 부석→서산)",2,70,,,,2021,충청남도경찰청,041-336-2517,8/19/2022
H1709,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 인지면 야당리 520-1,충청남도 서산시 인지면 야당리 520-1,36.74501383,126.4268147,"서산시 인지면 무학로 야촌교차로(야당리 520-1, 서산→부석)",2,70,,,,2021,충청남도경찰청,041-336-2518,8/19/2022
H1710,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 인지면 야당리 447-4,충청남도 서산시 인지면 야당리 447-4,36.7471534,126.4290357,"서산시 인지면 무학로 야촌교차로(야당리 447-4, 부석→서산)",2,70,,,,2021,충청남도경찰청,041-336-2519,8/19/2022
H1711,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 인지면 애정리 316-2,충청남도 서산시 인지면 애정리 316-2,36.737759,126.4213727,"서산시 인지면 무학로 인지주유소 앞(애정리 316-2, 서산→부석)",2,70,,,,2021,충청남도경찰청,041-336-2520,8/19/2022
H1712,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 인지면 애정리 316-2,충청남도 서산시 인지면 애정리 316-2,36.737759,126.4213727,"서산시 인지면 무학로 인지주유소 앞(애정리 316-2, 부석→서산)",2,70,,,,2021,충청남도경찰청,041-336-2521,8/19/2022
H1713,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 부석면 월계리 194-11,충청남도 서산시 부석면 월계리 194-11,36.72425057,126.4011419,"서산시 부석면 무학로 취평교차로(월계리 194-11, 서산→부석)",2,70,,,,2021,충청남도경찰청,041-336-2522,8/19/2022
H1714,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 부석면 월계리 194-11,충청남도 서산시 부석면 월계리 194-11,36.72425057,126.4011419,"서산시 부석면 무학로 취평교차로(월계리 194-11, 부석→서산)",2,70,,,,2021,충청남도경찰청,041-336-2523,8/19/2022
H1715,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 부석면 대두리 180-2,충청남도 서산시 부석면 대두리 180-2,36.70847108,126.39146,"서산시 부석면 무학로 대두교차로(대두리 180-2, 서산→부석)",2,70,,,,2021,충청남도경찰청,041-336-2524,8/19/2022
H1716,충청남도,서산시,지방도,649번,무학로,3,충청남도 서산시 부석면 대두리 180-2,충청남도 서산시 부석면 대두리 180-2,36.70847108,126.39146,"서산시 부석면 무학로 대두교차로(대두리 180-2, 부석→서산)",2,70,,,,2021,충청남도경찰청,041-336-2525,8/19/2022
H1717,충청남도,서산시,시도,,금남로,3,충청남도 서산시 동문동 1043-14,충청남도 서산시 동문동 1043-14,36.78668345,126.4633004,"서산시 동문동 금남로 동문초등학교 앞(동문동 1043-14, 서동사거리→서령고삼거리)",2,40,,,,2021,충청남도경찰청,041-336-2526,8/19/2022
H1718,충청남도,서산시,시도,,금남로,3,충청남도 서산시 동문동 39-17,충청남도 서산시 동문동 39-17,36.786522,126.463319,"서산시 동문동 금남로 동문초등학교 건너편(동문동 39-17, 서령고삼거리→서동사거리)",2,40,,,,2021,충청남도경찰청,041-336-2527,8/19/2022
H1719,충청남도,서산시,시도,,고북3로,3,충청남도 서산시 고북면 기포리 293-6,충청남도 서산시 고북면 기포리 293-6,36.667606,126.5311212,"서산시 고북면 고북3로 고북초등학교 앞(기포리 293-6, 고북교차로→고북농협)",2,30,,,2,2021,충청남도경찰청,041-336-2528,8/19/2022
H1720,충청남도,서산시,시도,,고북3로,3,충청남도 서산시 고북면 기포리 293-7,충청남도 서산시 고북면 기포리 293-7,36.66776,126.530517,"서산시 고북면 고북3로 고북초등학교 건너편(기포리 293-7, 고북농협→고북교차로)",2,30,,,2,2021,충청남도경찰청,041-336-2529,8/19/2022
H1721,충청남도,서산시,시도,,남문2로,3,충청남도 서산시 해미면 반양리 282-3,충청남도 서산시 해미면 반양리 282-3,36.71563937,126.5415916,"서산시 해미면 남문2로 해미초등학교 앞(반양리 282-3, 해미보건소→옥거리교차로)",2,30,,,2,2021,충청남도경찰청,041-336-2530,8/19/2022
H1722,충청남도,서산시,시도,,남문2로,3,충청남도 서산시 해미면 읍내리 462-3,충청남도 서산시 해미면 읍내리 462-3,36.71487654,126.5426656,"서산시 해미면 남문2로 해미초등학교 건너편(읍내리 462-3, 옥거리교차로→해미보건소)",2,30,,,2,2021,충청남도경찰청,041-336-2531,8/19/2022
H1723,충청남도,서산시,시도,,운암로,3,충청남도 서산시 운산면 용장리 712,충청남도 서산시 운산면 용장리 712,36.811191,126.5826679,"서산시 운산면 운암로 운산초등학교 앞(용장리 712, 당진→운산)",2,30,,,2,2021,충청남도경찰청,041-336-2532,8/19/2022
H1724,충청남도,서산시,시도,,운암로,3,충청남도 서산시 운산면 용장리 370-9,충청남도 서산시 운산면 용장리 370-9,36.81095318,126.583229,"서산시 운산면 운암로 운산초등학교 건너편(용장리 370-9, 운산→당진)",2,30,,,2,2021,충청남도경찰청,041-336-2533,8/19/2022
H1725,충청남도,서산시,시도,,운암로,3,충청남도 서산시 음암면 도당리 1304-5,충청남도 서산시 음암면 도당리 1304-5,36.79955257,126.5184389,"서산시 음암면 운암로 음암초등학교 앞(도당리 1304-5, 당진→태안)",2,30,,,2,2021,충청남도경찰청,041-336-2534,8/19/2022
H1726,충청남도,서산시,시도,,운암로,3,충청남도 서산시 음암면 도당리 1613-8,충청남도 서산시 음암면 도당리 1613-8,36.79809612,126.5204304,"서산시 음암면 운암로 음암초등학교 건너편(도당리 1613-8, 태안→당진)",2,30,,,2,2021,충청남도경찰청,041-336-2535,8/19/2022
H1727,충청남도,서산시,시도,,홍안벌로,3,충청남도 서산시 음암면 신장리 31-15,충청남도 서산시 음암면 신장리 31-15,36.76171028,126.5091559,"서산시 음암면 홍안벌로 동암초등학교 앞(신장리 31-15, 유계리→수석동)",1,30,,,2,2021,충청남도경찰청,041-336-2536,8/19/2022
H1728,충청남도,서산시,시도,,홍안벌로,3,충청남도 서산시 음암면 신장리 821,충청남도 서산시 음암면 신장리 821,36.75993071,126.5118829,"서산시 음암면 홍안벌로 동암초등학교 건너편(신장리 821, 수석동→유계리)",1,30,,,2,2021,충청남도경찰청,041-336-2537,8/19/2022
H1729,충청남도,서산시,시도,,동서1로,3,충청남도 서산시 석림동 460-4,충청남도 서산시 석림동 460-4,36.77051429,126.4647205,"서산시 석림동 동서1로 석림초등학교 앞(석림동 460-4, 통계청→석림중)",2,30,,,2,2021,충청남도경찰청,041-336-2538,8/19/2022
H1730,충청남도,서산시,시도,,동서1로,3,충청남도 서산시 석림동 957,충청남도 서산시 석림동 957,36.76998275,126.4638189,"서산시 석림동 동서1로 석림초등학교 건너편(석림동 957, 석림중→통계청)",2,30,,,2,2021,충청남도경찰청,041-336-2539,8/19/2022
H1731,충청남도,서산시,시도,,예천2로,3,충청남도 서산시 예천동 464-8,충청남도 서산시 예천동 464-8,36.77091668,126.444145,"서산시 예천동 예천2로 서남초등학교 앞(예천동 464-8, e편한세상@→서남초)",2,30,,,2,2021,충청남도경찰청,041-336-2540,8/19/2022
H1732,충청남도,서산시,시도,,예천2로,3,충청남도 서산시 예천동 1333,충청남도 서산시 예천동 1333,36.76894704,126.4438267,"서산시 예천동 예천2로 서남초등학교 건너편(예천동 1333, 서남초→e편한세상@)",2,30,,,2,2021,충청남도경찰청,041-336-2541,8/19/2022
H1733,충청남도,서산시,시도,,남부순환로,3,충청남도 서산시 죽성동 90-2,충청남도 서산시 죽성동 90-2,36.74345113,126.4485667,"서산시 죽성동 남부순환로 서령초등학교 앞(죽성동 90-2, 죽성동→양대동)",2,30,,,2,2021,충청남도경찰청,041-336-2542,8/19/2022
H1734,충청남도,서산시,시도,,남부순환로,3,충청남도 서산시 죽성동 77-11,충청남도 서산시 죽성동 77-11,36.74392614,126.448515,"서산시 죽성동 남부순환로 서령초등학교 건너편(죽성동 77-11, 양대동→죽성동)",2,30,,,2,2021,충청남도경찰청,041-336-2543,8/19/2022
H1735,충청남도,서산시,시도,,강경벌로,3,충청남도 서산시 부석면 취평리 397-4,충청남도 서산시 부석면 취평리 397-4,36.71692107,126.394025,"서산시 부석면 강경벌로 부석초등학교 앞(취평리 397-4, 강수리 → 취평리)",1,30,,,2,2021,충청남도경찰청,041-336-2544,8/19/2022
H1736,충청남도,서산시,시도,,강경벌로,3,충청남도 서산시 부석면 가사리 378,충청남도 서산시 부석면 가사리 378,36.75264082,126.3723301,"서산시 부석면 강경벌로 가사초등학교 앞(가사리 378, 강수1리 → 가사1리)",1,30,,,2,2021,충청남도경찰청,041-336-2545,8/19/2022
H1737,충청남도,서산시,시도,,강경벌로,3,충청남도 서산시 부석면 가사리 378,충청남도 서산시 부석면 가사리 378,36.75264082,126.3723301,"서산시 부석면 강경벌로 가사초등학교 건너편(가사리 378, 가사1리 → 강수1리)",1,30,,,2,2021,충청남도경찰청,041-336-2546,8/19/2022
H1738,충청남도,서산시,시도,,명지3로,3,충청남도 서산시 대산읍 278-3,충청남도 서산시 대산읍 278-3,36.971137,126.410673,"서산시 대산읍 명지3로 명지초등학교 앞(대로리 278-3, 명지하우스→명지중)",1,30,,,2,2021,충청남도경찰청,041-336-2547,8/19/2022
H1739,충청남도,서산시,시도,,명지3로,3,충청남도 서산시 대산읍 276-96,충청남도 서산시 대산읍 276-96,36.970627,126.410875,"서산시 대산읍 명지3로 명지초등학교 건너편(대로리 276-96, 명지중→명지하우스)",1,30,,,2,2021,충청남도경찰청,041-336-2548,8/19/2022
H1740,충청남도,서산시,시도,,구진천로,3,충청남도 서산시 대산읍 대산리 112-18,충청남도 서산시 대산읍 대산리 112-18,36.93904959,126.4355159,"서산시 대산읍 구진천로 대산초등학교 앞(대산리 112-18, 대산119센터 → 큐마트사거리)",1,30,,,2,2021,충청남도경찰청,041-336-2549,8/19/2022
H1741,충청남도,서산시,시도,,구진천로,3,충청남도 서산시 대산읍 대산리 96-31,충청남도 서산시 대산읍 대산리 96-31,36.9393764,126.436222,"서산시 대산읍 구진천로 대산초등학교 건너편(대산리 96-31, 큐마트사거리 → 대산119센터)",2,30,,,2,2021,충청남도경찰청,041-336-2550,8/19/2022
H1742,충청남도,서산시,시도,,화천1로,3,충청남도 서산시 지곡면 화천리 301-2,충청남도 서산시 지곡면 화천리 301-2,36.86372019,126.4362994,"서산시 지곡면 화천1로 부성초등학교 앞(화천리 301-2, 지곡치안센터→하나로마트)",2,30,,,2,2021,충청남도경찰청,041-336-2551,8/19/2022
H1743,충청남도,서산시,시도,,화천1로,3,충청남도 서산시 지곡면 화천리 304-3,충청남도 서산시 지곡면 화천리 304-3,36.86462119,126.436416,"서산시 지곡면 화천1로 부성초등학교 건너편(화천리 304-3, 지곡농협하나로마트→지곡치안센터)",2,30,,,2,2021,충청남도경찰청,041-336-2552,8/19/2022
H1744,충청남도,서산시,시도,,성연3로,3,충청남도 서산시 성연면 일람리 1086,충청남도 서산시 성연면 일람리 1086,36.82367893,126.449493,"서산시 성연면 성연3로 성연초등학교 앞(일람리 1086, 힐스테이트4단지→고운라피네1단지)",2,30,,,2,2021,충청남도경찰청,041-336-2553,8/19/2022
H1745,충청남도,서산시,시도,,성연3로,3,충청남도 서산시 성연면 일람리 1086,충청남도 서산시 성연면 일람리 1086,36.823632,126.4494473,"서산시 성연면 성연3로 성연초등학교 건너편(일람리 1086, 고운라피네1단지→힐스테이트4단지)",2,30,,,2,2021,충청남도경찰청,041-336-2554,8/19/2022
H1746,충청남도,서산시,시도,,부춘2로,3,충청남도 서산시 읍내동 628,충청남도 서산시 읍내동 628,36.78465735,126.445173,"서산시 읍내동 부춘2로 학돌초등학교(읍내동 628, 문화회관→서산교육지원청)",2,30,,,2,2021,충청남도경찰청,041-336-2555,8/19/2022
H1747,충청남도,서산시,시도,,부춘2로,3,충청남도 서산시 읍내동 628,충청남도 서산시 읍내동 628,36.78465735,126.445173,"서산시 읍내동 부춘2로 학돌초등학교(읍내동 628, 서산교육지원청→문화회관)",1,30,,,2,2021,충청남도경찰청,041-336-2556,8/19/2022
H1748,충청남도,서산시,시도,,부춘1로,3,충청남도 서산시 읍내동 628,충청남도 서산시 읍내동 628,36.78465735,126.445139,"서산시 읍내동 부춘1로 학돌초등학교(읍내동 628, 서광사→부춘아파트)",2,30,,,2,2021,충청남도경찰청,041-336-2557,8/19/2022
H1749,충청남도,서산시,시도,,부춘1로,3,충청남도 서산시 읍내동 628,충청남도 서산시 읍내동 628,36.78465735,126.445139,"서산시 읍내동 부춘1로 학돌초등학교(읍내동 628, 부춘아파트→서광사)",1,30,,,2,2021,충청남도경찰청,041-336-2558,8/19/2022
H1750,충청남도,서산시,시도,,명륜1로,3,충청남도 서산시 읍내동 854,충청남도 서산시 읍내동 854,36.77816201,126.4445014,"서산시 읍내동 명륜1로 부춘초등학교 앞(읍내동 854, 삼익참드림아파트 → 울음산공원)",1,30,,,2,2021,충청남도경찰청,041-336-2559,8/19/2022
H1751,충청남도,서산시,시도,,명륜1로,3,충청남도 서산시 읍내동 854,충청남도 서산시 읍내동 854,36.77816201,126.4445014,"서산시 읍내동 명륜1로 부춘초등학교 건너편(읍내동 854, 울음산공원 → 삼익참드림아파트)",1,30,,,2,2021,충청남도경찰청,041-336-2560,8/19/2022
H1752,충청남도,공주시,시도,,봉황로,3,충청남도 공주시 봉황동 202,충청남도 공주시 봉황동 202,36.44919947,127.1202784,"공주시 봉황동 봉황로 공주봉황초등학교 앞(봉황동 202, 공주시청→공주사대부고)",2,30,,,2,2021,충청남도경찰청,041-336-2561,8/19/2022
H1753,충청남도,공주시,시도,,우금티로,3,충청남도 공주시 금학동 357-1,충청남도 공주시 금학동 357-1,36.44128909,127.1191192,"공주시 금학동 우금티로 공주대부설초등학교 앞(금학동 357-1, 우금티고개→공주시청)",2,30,,,2,2021,충청남도경찰청,041-336-2562,8/19/2022
H1754,충청남도,공주시,시도,,웅진로,3,충청남도 공주시 중동 205-1,충청남도 공주시 중동 205-1,36.45312331,127.1242156,"공주시 중동 웅진로 공주중동초등학교 앞(중동 205-1, 공주시청→중동교차로)",1,30,,,2,2021,충청남도경찰청,041-336-2563,8/19/2022
H1755,충청남도,공주시,시도,,한적2길,3,충청남도 공주시 신관동 302-5,충청남도 공주시 신관동 302-5,36.47594622,127.14034,"공주시 신관동 한적2길 신관초등학교 인근(신관동 302-5, 신관지구대→스타벅스)",2,30,,,2,2021,충청남도경찰청,041-336-2564,8/19/2022
H1756,충청남도,공주시,시도,,번영1로,3,충청남도 공주시 신관동 258-16,충청남도 공주시 신관동 258-16,36.47438235,127.13746,"공주시 신관동 번영1로 신관초교차로(신관동 258-16, 신월초교차로→신관동행정복지센터)",2,30,,,2,2021,충청남도경찰청,041-336-2565,8/19/2022
H1757,충청남도,공주시,시도,,번영1로,3,충청남도 공주시 신관동 22-124,충청남도 공주시 신관동 22-124,36.47304,127.1483964,"공주시 신관동 번영1로 신월초등학교 앞(신관동 22-124, 신관초교차로→신월초교차로)",2,30,,,2,2021,충청남도경찰청,041-336-2566,8/19/2022
H1758,충청남도,공주시,시도,,무령로,3,충청남도 공주시 산성동 76-5,충청남도 공주시 산성동 76-5,36.45597454,127.1280314,"공주시 산성동 무령로 근화유치원 인근(산성동 76-5, 중동교차로→공주대교)",1,30,,,2,2021,충청남도경찰청,041-336-2567,8/19/2022
H1759,충청남도,공주시,시도,,통산로,3,충청남도 공주시 탄천면 삼각리 485-2,충청남도 공주시 탄천면 삼각리 485-2,36.33076139,127.0298379,"공주시 탄천면 통산로 탄천초등학교 앞(삼각리 485-2, 성리교차로→탄천치안센터)",2,30,,,2,2021,충청남도경찰청,041-336-2568,8/19/2022
H1760,충청남도,공주시,지방도,604번,유구마곡사로,3,충청남도 공주시 유구읍 유구리 442-5,충청남도 공주시 유구읍 유구리 442-5,36.55051506,126.9575855,"공주시 유구읍 유구마곡사로 구산초등학교 앞(유구리 442-5, 공주유구농공단지→유구터미널)",2,30,,,2,2021,충청남도경찰청,041-336-2569,8/19/2022
H1761,충청남도,공주시,시도,,반포초교길,3,충청남도 공주시 반포면 공암리 510-3,충청남도 공주시 반포면 공암리 510-3,36.40089697,127.2452712,"공주시 반포면 반포초교길 반포초등학교 앞(공암리 510-3, 반포면사무소→반포중)",2,30,,,2,2021,충청남도경찰청,041-336-2570,8/19/2022
H1762,충청남도,공주시,시도,,영규대사로,3,충청남도 공주시 계룡면 유평리 261-5,충청남도 공주시 계룡면 유평리 261-5,36.35791761,127.1422195,"공주시 계룡면 영규대사로 계룡초등학교 앞(유평리 261-5, 유평교차로→공주계룡우체국)",2,30,,,2,2021,충청남도경찰청,041-336-2571,8/19/2022
H1763,충청남도,공주시,지방도,697번,화헌사로,3,충청남도 공주시 계룡면 경천리 837,충청남도 공주시 계룡면 경천리 837,36.32545434,127.1504126,"공주시 계룡면 화헌사로 경천초등학교 앞(경천리 837, 경천중→화헌교)",2,30,,,2,2021,충청남도경찰청,041-336-2572,8/19/2022
H1764,충청남도,아산시,지방도,624번,탕정면로,3,충청남도 아산시 탕정면 갈산리 486-10,충청남도 아산시 탕정면 갈산리 486-10,36.79859121,127.063508,"아산시 탕정면 탕정면로 미래초등학교 사거리(갈산리 486-10, 아산→천안)",2,30,,,2,2021,충청남도경찰청,041-336-2573,8/19/2022
H1765,충청남도,아산시,지방도,623번,고불로,3,충청남도 아산시 좌부동 243-15,충청남도 아산시 좌부동 243-15,36.7597,127.0255827,"아산시 좌부동 고불로 해람어린이집 앞(좌부동 243-15, 초원설화아파트→온양초)",1,30,,,2,2021,충청남도경찰청,041-336-2574,8/19/2022
H1766,충청남도,아산시,지방도,623번,고불로,3,충청남도 아산시 좌부동 243-15,충청남도 아산시 좌부동 243-15,36.7597,127.0255827,"아산시 좌부동 고불로 해람어린이집 건너편(좌부동 243-15, 온양초→초원설화아파트)",1,30,,,2,2021,충청남도경찰청,041-336-2575,8/19/2022
H1767,충청남도,아산시,지방도,623번,서부남로,3,충청남도 아산시 선장면 선창리 378,충청남도 아산시 선장면 선창리 378,36.78633094,126.8866868,"아산시 선장면 서부남로 신동1리 마을입구(선창리 378, 온양→선장)",1,50,,,,2021,충청남도경찰청,041-336-2576,8/19/2022
H1768,충청남도,아산시,지방도,623번,서부남로,3,충청남도 아산시 선장면 선창리 378,충청남도 아산시 선장면 선창리 378,36.78633094,126.8866868,"아산시 선장면 서부남로 신동1리 마을입구 건너편(선창리 378, 선장→온양)",1,50,,,,2021,충청남도경찰청,041-336-2577,8/19/2022
H1769,충청남도,금산군,일반국도,37번,서대산로,3,충청남도 금산군 추부면 요광리 195-4,충청남도 금산군 추부면 요광리 195-4,36.2179115,127.4943294,"금산군 추부면 서대산로 요광교차로(요광리 195-4, 추부→옥천)",2,80,,,,2021,충청남도경찰청,041-336-2578,8/19/2022
H1770,충청남도,금산군,일반국도,37번,금산로,3,충청남도 금산군 추부면 추정리 325-10,충청남도 금산군 추부면 추정리 325-10,36.1775593,127.4732,"금산군 추부면 금산로 추정삼거리(추정리 325-10, 금산→추부)",2,80,,,,2021,충청남도경찰청,041-336-2579,8/19/2022
H1771,충청남도,금산군,일반국도,13번,금산로,3,충청남도 금산군 금산읍 상옥리 137-4,충청남도 금산군 금산읍 상옥리 137-4,36.10106214,127.4878018,"금산군 금산읍 금산로 금산중앙초등학교 앞(상옥리 137-4, 금산초교→상하옥사거리)",2,30,,,2,2021,충청남도경찰청,041-336-2580,8/19/2022
H1772,충청남도,금산군,군도,,비단로,3,충청남도 금산군 금산읍 중도리 38-4,충청남도 금산군 금산읍 중도리 38-4,36.10309358,127.4961722,"금산군 금산읍 비단로 금산동초등학교 앞(중도리 38-4, 금산고→금삼교사거리)",2,30,,,2,2021,충청남도경찰청,041-336-2581,8/19/2022
H1773,충청남도,금산군,군도,,금산로,3,충청남도 금산군 금산읍 상리 179-7,충청남도 금산군 금산읍 상리 179-7,36.1046,127.4890412,"금산군 금산읍 금산로 금산초등학교 후문(상리 179-7, 우체국사거리→읍사무소사거리)",2,30,,,2,2021,충청남도경찰청,041-336-2582,8/19/2022
H1774,충청남도,금산군,지방도,68번,인삼로,3,충청남도 금산군 금산읍 중도리 349-3,충청남도 금산군 금산읍 중도리 349-3,36.10258,127.4928154,"금산군 금산읍 인삼로 백합유치원 인근(중도리 349-3, 금삼교4가→우체국4가)",1,30,,,2,2021,충청남도경찰청,041-336-2583,8/19/2022
H1775,충청남도,금산군,군도,,하마전로,3,충청남도 금산군 추부면 마전리 421-2,충청남도 금산군 추부면 마전리 421-2,36.19054,127.4688772,"금산군 추부면 하마전로 추부초등학교 앞(마전리 421-2, 면사무소→파출소)",1,30,,,2,2021,충청남도경찰청,041-336-2584,8/19/2022
H1776,충청남도,금산군,군도,,어필각로,3,충청남도 금산군 금성면 하신리 683,충청남도 금산군 금성면 하신리 683,36.16046362,127.4787808,"금산군 금성면 어필각로 금성초등학교 금계분교 앞(하신리 683, 금산읍→추부면)",1,30,,,2,2021,충청남도경찰청,041-336-2585,8/19/2022
H1777,충청남도,금산군,군도,,산꽃로,3,충청남도 금산군 군북면 상곡리 126,충청남도 금산군 군북면 상곡리 126,36.20522435,127.5700692,"금산군 군북면 산꽃로 상곡초등학교 앞(상곡리 126, 금산→상곡)",1,30,,,2,2021,충청남도경찰청,041-336-2586,8/19/2022
H1778,충청남도,금산군,일반국도,37번,무금로,3,충청남도 금산군 부리면 불이리 276-6,충청남도 금산군 부리면 불이리 276-6,36.06354,127.5477805,"금산군 부리면 무금로 청풍농원 앞(불이리 276-6, 부리면→금산읍)",1,30,,,1,2021,충청남도경찰청,041-336-2587,8/19/2022
H2650,충청남도,예산군,일반국도,40번,수덕사로,3,충청남도 예산군 덕산면 복당리 94-1,충청남도 예산군 덕산면 복당리 94-1,36.627443,126.5909478,예산군 덕산면 수덕사로 복당2리 노인회관 앞(복당리 94-1)(갈산 -> 덕산방향),1,30,,,1,2021,충청남도경찰청,041-336-2588,8/19/2022
H2651,충청남도,예산군,군도,,벚꽃로,3,충청남도 예산군 예산읍 발연리 127-1,충청남도 예산군 예산읍 발연리 127-1,36.69753101,126.8373807,"예산군 예산읍 벚꽃로 예산여자중학교 앞 삼거리(발연리 127-1, 보훈회관→터미널사거리)",2,50,,,,2021,충청남도경찰청,041-336-2589,8/19/2022
H2652,충청남도,예산군,일반국도,21번,충서로,3,충청남도 예산군 오가면 월곡리 167-11,충청남도 예산군 오가면 월곡리 167-11,36.66988745,126.7798554,"예산군 오가면 충서로 월곡리 마을회관 앞(월곡리 167-11, 응봉사거리→면허시험장사거리)",2,60,,,,2021,충청남도경찰청,041-336-2590,8/19/2022
